Lufttemperatur 2m °C,Windgeschw 10m m/s,Relative Feuchte,Globale Strahlung W/m^2,Absolute Feuchte g/kg,Luftdruck hPa
20.6,3.7,0.78,214,11.4,999
19.9,4.1,0.73,134,11,999
16.3,4.3,0.81,23,10.7,999
17.1,3,0.86,0,10.4,1000
16.7,3,0.82,0,10.1,1000
15.1,3.1,0.84,0,9.7,1000
14.2,2.5,0.88,0,9.3,1001
13.7,2.2,0.89,0,9,1001
12.6,1.8,0.9,0,8.6,1001
12.4,2.1,0.91,0,8.4,1002
11.7,2,0.91,0,8.1,1002
11.6,2.2,0.89,0,7.7,1003
11.2,1.5,0.89,0,7.6,1003
11.6,1.8,0.88,0,7.5,1003
11.2,1.9,0.88,0,7.4,1003
11.4,1.9,0.88,0,7.4,1003
11.9,2.3,0.87,29,7.5,1004
13,2.1,0.84,52,7.7,1004
14,2.6,0.8,139,7.8,1005
15.1,3.7,0.74,289,7.8,1005
15,3,0.71,403,7.6,1006
15.6,3.8,0.69,395,7.5,1006
16.2,3.8,0.65,395,7.4,1005
16.6,3.8,0.6,375,7,1005
16.3,3.6,0.56,258,6.6,1005
16.1,3.1,0.55,142,6.4,1005
14.7,2.4,0.59,35,6.5,1005
13,2,0.65,0,6.5,1005
11.4,1.9,0.72,0,6.5,1006
11.2,1.7,0.77,0,6.5,1006
11.1,1.7,0.79,0,6.6,1006
10.5,1.3,0.81,0,6.6,1007
9.8,1.4,0.83,0,6.4,1007
9.9,1.1,0.84,0,6.4,1007
10.5,1,0.81,0,6.3,1007
10.1,1.2,0.79,0,6.2,1007
10.3,1,0.79,0,6.2,1007
9.5,1.4,0.8,0,6.1,1007
9.4,1.5,0.81,0,6,1007
9.3,1.4,0.81,0,5.9,1007
10.2,1.6,0.78,68,5.9,1007
12.4,2,0.74,204,6.2,1007
14,3.4,0.68,351,6.4,1008
15.4,4.1,0.62,472,6.5,1008
15.5,5.1,0.58,499,6.4,1008
16,5.3,0.55,418,6.1,1008
16.8,4.7,0.51,298,6,1008
16.3,4.2,0.51,331,6,1008
16.1,2.9,0.53,253,6.1,1007
15,2.6,0.54,137,6,1007
13.5,1.5,0.59,15,6,1007
12.2,0.9,0.66,0,6.1,1007
11.1,1.2,0.72,0,6.2,1008
9.2,0.1,0.79,0,6.1,1008
8.3,0.4,0.83,0,5.9,1008
7.9,0.3,0.85,0,5.8,1007
7.7,0.1,0.88,0,5.8,1007
6.9,0.1,0.87,0,5.6,1007
6.7,0.1,0.86,0,5.3,1006
6.9,0.1,0.87,0,5.4,1006
7.3,0.1,0.89,0,5.6,1006
8.3,0.1,0.89,0,5.9,1006
7.9,0,0.89,0,6,1006
8.2,0.1,0.89,0,6,1006
8.3,0.1,0.9,39,6.1,1006
9.5,0.1,0.89,89,6.4,1006
10.9,0.2,0.86,159,6.7,1006
12,0.2,0.81,275,6.9,1007
13,0.5,0.76,321,6.9,1007
13.8,1,0.72,367,6.9,1007
14.3,1.4,0.68,385,6.8,1006
14.3,1.5,0.63,302,6.5,1006
14,1.5,0.63,213,6.4,1006
13.2,1.1,0.66,111,6.4,1006
11.5,0.2,0.69,27,6.2,1006
10.2,0.2,0.74,0,6.1,1007
9.3,1.1,0.8,0,6,1007
8.9,0.8,0.83,0,6,1008
8.4,0.7,0.86,0,6,1008
8.1,0.2,0.88,0,6,1007
8.1,0.3,0.88,0,6,1007
7.7,0.3,0.9,0,6,1007
7.6,0.6,0.92,0,6,1007
7.1,0.3,0.92,0,5.9,1007
5.4,0.5,0.92,0,5.5,1007
5.1,0.5,0.94,0,5.2,1007
4.6,0.7,0.95,0,5.1,1007
5,0.1,0.95,0,5.1,1007
5.5,0.2,0.95,56,5.3,1008
7.3,0.6,0.94,167,5.7,1008
8.5,1.7,0.93,292,6.2,1008
12.2,1.8,0.84,410,6.6,1009
12.2,2.3,0.74,473,6.6,1008
13.6,2.3,0.67,462,6.3,1008
14.6,2.3,0.6,443,6,1007
14.9,2.2,0.54,398,5.7,1007
14.7,1.8,0.53,263,5.6,1007
13.1,0.9,0.55,134,5.5,1006
11.1,0.9,0.63,24,5.6,1006
10.2,0.8,0.73,0,5.8,1006
8.7,0.5,0.79,0,5.8,1006
9,1,0.82,0,5.8,1006
8.1,0.9,0.84,0,5.9,1006
7.8,0.4,0.86,0,5.8,1006
8.2,0.2,0.86,0,5.8,1006
7.6,0.2,0.85,0,5.7,1005
6.9,0.1,0.86,0,5.5,1004
6.7,0.2,0.88,0,5.4,1004
6.6,0.2,0.87,0,5.4,1004
5.6,0.2,0.88,0,5.2,1004
4.7,0.2,0.9,0,5,1004
4.9,0.4,0.9,0,4.9,1004
5.5,0.3,0.9,51,5,1004
8.6,1.7,0.86,160,5.4,1004
10.7,2.3,0.75,305,5.7,1005
12.2,2.7,0.65,425,5.5,1005
13,3.1,0.57,487,5.2,1005
13.8,3,0.51,498,4.9,1005
14.3,4.1,0.47,469,4.7,1005
13.8,3,0.46,396,4.6,1005
13.5,2.5,0.45,287,4.4,1005
12.4,1.3,0.47,121,4.4,1004
10.3,0.5,0.54,20,4.6,1005
8.7,0.3,0.61,0,4.6,1006
8.1,0.7,0.66,0,4.6,1006
7.8,1.2,0.69,0,4.6,1006
7.5,0.7,0.71,0,4.6,1006
7.1,1.4,0.71,0,4.6,1007
6.7,0.8,0.72,0,4.5,1007
6.4,1.3,0.72,0,4.4,1007
5.8,1.4,0.73,0,4.3,1007
5.1,0.8,0.76,0,4.3,1007
3.7,0.9,0.82,0,4.3,1007
5.1,1,0.82,0,4.3,1007
4.1,0.9,0.8,0,4.2,1008
4.5,0.9,0.82,0,4.3,1008
5.2,1.2,0.82,32,4.4,1009
7.8,2.6,0.76,134,4.6,1009
9.5,2.7,0.67,283,4.7,1009
11.2,4.8,0.57,420,4.5,1009
12.5,4.3,0.48,487,4.2,1009
12.8,4.3,0.45,500,4.1,1009
13.1,4.8,0.45,480,4.2,1009
13.5,4.3,0.44,399,4.2,1008
13.7,2.5,0.42,281,4.1,1008
12,1.9,0.44,154,4.1,1008
10.7,1.7,0.49,32,4.1,1008
9.5,1.8,0.54,0,4.2,1009
9,1.8,0.6,0,4.4,1009
8.6,2.4,0.64,0,4.5,1008
8.7,3.4,0.64,0,4.5,1008
8.8,3.3,0.61,0,4.3,1008
8.7,3.1,0.59,0,4.2,1008
7.5,2.6,0.62,0,4.2,1008
7.2,2.5,0.66,0,4.3,1007
7.3,2.9,0.67,0,4.3,1007
7.5,3.3,0.66,0,4.2,1007
7.2,3,0.65,0,4.2,1007
7.1,3.2,0.65,0,4.1,1007
6.7,3.5,0.66,0,4.1,1007
6.6,3,0.65,23,4,1007
6.6,3.4,0.65,83,4,1007
7.4,3.4,0.65,115,4,1007
8.4,4.6,0.64,246,4.2,1007
11.3,3.8,0.6,456,4.5,1008
11.2,3.3,0.58,257,4.8,1008
12.6,3.3,0.58,185,5.1,1007
13.4,2.4,0.56,251,5.3,1007
13.7,3.2,0.57,206,5.5,1007
12.1,2.5,0.58,117,5.4,1006
11,2.5,0.6,15,5.1,1006
10.5,3.2,0.61,0,5,1007
9.9,2.5,0.63,0,4.9,1007
9,2.1,0.67,0,4.9,1007
8.6,3,0.71,0,5,1007
8.4,3,0.73,0,5.1,1007
8.3,2.1,0.75,0,5.1,1007
8.4,1.8,0.74,0,5.1,1007
8.8,1.7,0.73,0,5.1,1006
8.3,1.2,0.74,0,5.2,1006
7.8,1.3,0.78,0,5.2,1006
7.9,1.2,0.79,0,5.3,1005
7.6,1.1,0.8,0,5.3,1005
7.9,1.1,0.82,0,5.4,1005
8.5,0.7,0.82,25,5.6,1005
8.8,1.5,0.81,92,5.7,1006
11.2,1.8,0.78,148,6,1005
13.1,1.8,0.73,249,6.5,1005
14.3,1.8,0.7,293,6.9,1005
15.2,1.9,0.67,381,7.1,1005
15.5,2.2,0.64,302,7.1,1004
14.9,1.9,0.64,171,7,1003
15.1,2.6,0.64,152,6.9,1003
14.5,1.5,0.66,79,7,1002
12.4,1.2,0.71,21,6.9,1002
11.2,0.7,0.78,0,6.8,1002
11.1,0.9,0.82,0,6.8,1002
10.1,1.3,0.84,0,6.8,1001
11.2,1.2,0.84,0,6.8,1001
10.7,1.3,0.83,0,6.9,1000
9.7,2.4,0.86,0,6.7,1000
10.1,1.8,0.88,0,6.8,999
9.8,2.6,0.89,0,6.9,998
9.9,1.9,0.89,0,6.8,998
9.7,1.2,0.88,0,6.8,997
11.2,1,0.85,0,6.8,997
10.5,1.2,0.82,0,6.8,996
10.4,0.7,0.83,0,6.7,995
10,0.9,0.85,10,6.7,995
11.3,0.9,0.83,77,6.8,995
12.7,2.1,0.78,227,6.9,995
14.3,3.3,0.7,354,6.9,995
14.7,3.6,0.62,438,6.5,994
15.3,3.3,0.56,430,6.1,994
14.7,2.4,0.55,328,5.9,993
15.2,2,0.55,243,6,993
14.4,1.8,0.56,161,6,992
14.1,1.6,0.59,90,6.1,992
12.6,1.1,0.63,7,6.1,992
11.9,0.6,0.68,0,6.2,991
11.1,0.5,0.73,0,6.3,991
11.1,1.5,0.76,0,6.4,991
11,1.3,0.77,0,6.5,991
10.7,1,0.76,0,6.3,990
10.8,1.5,0.76,0,6.2,990
10.7,2.2,0.77,0,6.3,990
9.4,2.4,0.82,0,6.4,990
8.4,1.2,0.86,0,6.2,989
7.9,1.4,0.86,0,5.9,989
7.1,1.8,0.87,0,5.8,988
7.1,1.8,0.88,0,5.7,988
8.3,2.2,0.88,0,5.9,988
7.9,1.7,0.88,48,6,988
9.5,2,0.83,190,5.9,989
11,2.5,0.77,332,6.2,988
13,3.8,0.69,415,6.2,988
12.7,3.2,0.63,384,6,988
12.9,2.9,0.6,263,5.7,987
12.7,2.7,0.59,276,5.6,986
12.3,1.6,0.62,187,5.7,986
11.6,1.7,0.67,49,6,986
9.6,1.7,0.77,23,6.3,985
8.1,2.3,0.86,6,6.3,986
7.9,1.5,0.89,0,6.1,986
7.7,1.3,0.9,0,6.1,987
7.6,1.6,0.92,0,6.1,987
7.5,1.3,0.92,0,6.1,987
7.1,1.1,0.92,0,6,988
6.8,1.3,0.91,0,5.8,988
7,1.2,0.91,0,5.8,988
7.1,1.7,0.9,0,5.7,988
6.7,1.9,0.89,0,5.6,988
6.2,1.6,0.9,0,5.5,988
6.5,0.2,0.92,0,5.6,988
5.8,0.8,0.91,0,5.5,988
5.6,1,0.89,0,5.2,988
5,0.2,0.89,55,5.1,988
8.2,0.5,0.85,211,5.3,988
10,2.9,0.76,260,5.6,988
10.1,2.6,0.69,146,5.4,988
10,2.9,0.67,144,5.3,988
8.7,2.7,0.71,137,5.3,988
8.5,1.9,0.78,59,5.5,988
8.5,1.8,0.81,93,5.7,988
8.4,1.3,0.82,94,5.8,988
8.2,0.6,0.83,45,5.8,988
7.9,0.2,0.85,5,5.8,988
7.8,0.6,0.87,0,5.9,989
7.5,0.4,0.89,0,5.9,989
7.5,0.2,0.9,0,5.9,989
7.7,0.4,0.9,0,6,989
7.6,0.3,0.9,0,6,989
7.8,0.8,0.9,0,6,989
7.4,0.8,0.9,0,6,989
7.3,0.9,0.9,0,5.9,989
7.6,1.1,0.89,0,5.8,989
7.4,1.1,0.88,0,5.8,989
7.7,0.9,0.88,0,5.8,989
8.2,1.3,0.85,0,5.8,989
8.4,1.7,0.83,0,5.8,989
8.3,1.9,0.82,21,5.8,989
8.9,2.5,0.81,74,5.8,989
9.9,3.6,0.78,165,5.8,990
11.1,4.4,0.71,271,5.8,990
11.4,3.7,0.66,221,5.6,990
11,4.5,0.66,143,5.6,991
10.4,3.8,0.7,150,5.7,990
9.6,3.7,0.76,82,5.9,991
9.8,2.8,0.8,91,6.1,991
9.4,2.7,0.8,94,6.1,991
9.5,3.4,0.78,9,5.9,991
8.2,2.8,0.81,0,5.8,991
8.6,2.8,0.83,0,5.9,992
8.5,2.8,0.84,0,5.9,992
8.6,2.8,0.84,0,5.9,992
8.3,2.9,0.85,0,5.9,992
7.8,3,0.86,0,5.8,992
7.1,3.1,0.88,0,5.6,998
6.5,3.1,0.9,0,5.5,1000
6,3.1,0.92,0,5.4,1000
5.9,3,0.91,0,5.4,1000
5.6,2.7,0.91,0,5.3,1001
5.1,2.1,0.91,0,5.2,1001
4.8,1.9,0.91,0,5,1002
5.8,2.9,0.89,26,5,1003
6.6,3.1,0.87,139,5.2,1004
8,4.6,0.82,265,5.3,1005
8.3,4.3,0.78,335,5.3,1006
9.3,4.8,0.74,340,5.2,1007
9.6,4.7,0.71,245,5.3,1008
9.4,3.5,0.7,271,5.2,1008
8.1,3.5,0.73,184,5.1,1008
7.5,2.6,0.77,138,5.1,1007
6.6,1.1,0.82,57,5.1,1008
6.6,1.4,0.83,4,5.1,1008
6.1,2.2,0.83,0,5,1008
6,1.3,0.83,0,4.9,1009
5.2,1.7,0.82,0,4.7,1009
4.1,0.7,0.84,0,4.5,1009
3.9,1,0.86,0,4.4,1009
3.1,1,0.87,0,4.3,1009
2.3,0.2,0.91,0,4.2,1008
2.5,0.2,0.93,0,4.2,1008
2.4,0.2,0.94,0,4.3,1009
1.2,0.2,0.97,0,4.2,1008
0.4,0.2,1,0,4,1008
1.3,0.2,1,0,4.1,1008
1.4,0.2,0.99,0,4.2,1008
1.5,0.3,0.99,23,4.2,1008
3.1,0.3,0.98,87,4.4,1008
5.7,0.2,0.9,147,4.7,1008
9.3,1.5,0.76,331,5,1008
10,1.4,0.68,343,5.1,1009
10.1,1.6,0.64,280,4.9,1008
10.3,1.9,0.59,297,4.6,1007
10.3,0.9,0.56,224,4.4,1007
9.8,1.7,0.57,131,4.4,1007
8.8,1.9,0.61,86,4.5,1006
8.1,1.3,0.67,6,4.6,1005
7.6,1.1,0.73,0,4.9,1005
7.4,2,0.75,0,4.9,1004
7.4,1.6,0.73,0,4.7,1003
7.2,1.2,0.71,0,4.5,1002
7.2,1,0.7,0,4.5,1002
6.7,1.7,0.74,0,4.6,1001
6.9,1.9,0.77,0,4.8,999
6.9,1.3,0.76,0,4.8,997
7.1,2.9,0.77,0,4.9,995
7,0.5,0.79,0,5,995
7.1,2.1,0.83,0,5.3,993
7.5,1.4,0.85,0,5.5,992
8.8,0.3,0.87,0,6,991
10.4,1.2,0.86,12,6.6,990
12.3,0.8,0.84,71,7.2,990
14.4,0.6,0.81,133,7.9,990
15.2,1.7,0.78,121,8.4,989
15.8,1.1,0.77,181,8.7,989
15.7,1.2,0.77,119,8.8,988
16.7,1.3,0.76,107,9,988
16.4,1.1,0.76,42,9.2,987
15.8,1.2,0.8,52,9.3,988
16,1.3,0.81,43,9.4,987
15.8,0.4,0.8,5,9.3,987
15.2,1.1,0.81,0,9.2,987
13.8,0.2,0.84,0,8.9,987
14,0.6,0.84,0,8.6,987
13.6,0.2,0.84,0,8.5,987
11.6,0.2,0.87,0,8.1,987
12.7,0.2,0.88,0,8,986
11.5,0.3,0.89,0,8.1,985
11.7,0.3,0.94,0,8.2,985
12.9,0.2,0.92,0,8.4,986
13.4,0.2,0.87,0,8.5,985
12.7,0.6,0.87,0,8.4,985
13.3,0.3,0.85,0,8.2,985
12.9,0.4,0.82,0,8,984
13.4,0.6,0.81,19,7.9,984
13.9,0.3,0.79,110,7.9,984
14.8,1,0.76,157,8,984
15.7,1.3,0.72,220,8,983
17.3,1.9,0.67,375,8.1,983
17.2,1.8,0.64,300,8.2,982
16.5,1.7,0.67,133,8.3,981
16.3,1.9,0.7,108,8.4,981
16.5,2.1,0.71,144,8.5,981
15.1,1,0.75,65,8.7,980
15.1,0.7,0.78,6,8.6,980
15.1,1.5,0.76,0,8.4,979
14.9,1.2,0.75,0,8.3,979
15.4,2,0.74,0,8.2,978
14.3,1.8,0.76,0,8.3,977
14.1,1.3,0.8,0,8.4,976
13.3,0.8,0.84,0,8.5,974
13.6,2.7,0.87,0,8.8,974
14,2.9,0.87,0,9,975
13.9,2.8,0.85,0,8.8,976
13.9,3.9,0.84,0,8.6,977
14,2,0.83,0,8.5,978
13.8,2.3,0.81,0,8.4,979
13.9,3.1,0.8,0,8.2,979
12.2,3.9,0.81,15,7.9,979
11.1,3.2,0.85,76,7.5,980
10.4,3.4,0.84,120,7,983
11,4,0.78,172,6.4,985
12.1,5.5,0.71,285,6.2,986
10.8,3.3,0.71,211,6.2,987
10.9,3,0.72,222,6,988
11.5,3.6,0.68,217,5.8,989
10.2,1.2,0.68,97,5.7,990
10.3,1.5,0.68,69,5.4,991
9.6,2.4,0.65,7,5.1,992
8.8,1.9,0.68,0,5,994
8.3,0.4,0.7,0,4.9,995
7.3,1,0.71,0,4.7,996
7.1,1.1,0.72,0,4.6,996
6.6,1.1,0.73,0,4.6,997
6.8,1.3,0.75,0,4.7,997
7.2,2.2,0.76,0,4.8,997
7.3,2.3,0.76,0,4.9,998
7,1.9,0.76,0,4.9,998
6.6,1.8,0.77,0,4.8,998
6.1,2.2,0.79,0,4.8,998
6,2.5,0.81,0,4.8,998
6.7,2.4,0.8,0,4.9,999
6.2,1.3,0.8,19,4.8,1000
7.1,1.5,0.8,134,4.9,1000
8.5,2.4,0.74,259,4.9,1001
9.7,2.3,0.68,359,4.9,1001
11.3,2.3,0.6,416,4.8,1002
12.3,1.6,0.52,434,4.5,1002
12.1,1.1,0.5,342,4.5,1001
11.9,0.6,0.53,145,4.7,1001
11.4,1.5,0.58,110,5,1001
10.1,0.4,0.63,73,5.1,1000
9.7,0.4,0.68,5,5.2,1000
9.8,0.3,0.7,0,5.4,1000
9.6,0.4,0.72,0,5.5,999
9.7,0.4,0.74,0,5.6,999
10.1,1.9,0.74,0,5.7,998
10,1.8,0.73,0,5.6,998
9.5,2.2,0.73,0,5.6,997
9.9,2.2,0.74,0,5.7,996
9.9,1.8,0.75,0,5.8,995
9.9,2.6,0.78,0,6,995
10.2,2.6,0.8,0,6.3,994
10.6,1.8,0.82,0,6.6,994
9.6,1.7,0.84,0,6.6,993
10.8,1.6,0.85,0,6.7,993
11.7,1.5,0.82,8,7,992
11.8,1,0.81,58,7.1,993
12.9,0.5,0.8,94,7.3,992
13.5,1.5,0.76,76,7.3,991
13.3,1.2,0.74,80,7.2,991
13,1.5,0.76,87,7.4,990
12.2,2,0.82,70,7.6,989
12.6,1.8,0.86,64,7.9,987
12.8,1.7,0.86,27,8.1,985
12.7,1.9,0.87,27,8.2,983
12.6,1.4,0.87,3,8.2,983
13.8,3.8,0.84,0,8.2,984
12.5,5.3,0.81,0,7.9,985
12.2,3.9,0.8,0,7.4,986
12.9,4.3,0.77,0,7.2,987
13,4.1,0.74,0,7,987
11.6,5.3,0.76,0,7,987
11.6,7.2,0.75,0,6.6,987
11.6,6.9,0.72,0,6.3,988
11.6,6.9,0.69,0,6.1,989
11,7.5,0.7,0,5.9,989
11,7.8,0.72,0,6.1,990
11.3,6.9,0.72,0,6.1,992
11.4,6.1,0.71,0,6.1,993
11.3,5.8,0.71,16,6,994
11.5,7.2,0.71,114,6.1,995
12.2,6.6,0.68,221,6,997
12.9,7,0.64,273,5.9,999
13.6,7.4,0.6,277,5.7,1000
13.6,6,0.58,146,5.7,1001
13.8,6.3,0.57,134,5.7,1001
13,6.2,0.56,144,5.5,1002
12.9,3.6,0.56,79,5.3,1002
12.4,4.7,0.57,42,5.2,1004
11.5,3.4,0.6,6,5.2,1005
11,3,0.63,0,5.3,1006
11.1,2.5,0.65,0,5.4,1007
10.4,1.8,0.67,0,5.4,1008
9.7,0.7,0.72,0,5.6,1008
9.6,1,0.76,0,5.7,1008
10.1,0.9,0.78,0,5.9,1008
10.2,1.4,0.79,0,6.2,1007
10.8,1.1,0.79,0,6.3,1005
10.3,0.2,0.8,0,6.4,1004
9.6,1.2,0.85,0,6.5,1002
10.2,1.9,0.9,0,6.9,1000
10.8,2.1,0.91,0,7.3,998
13,3.8,0.88,0,7.8,996
13.6,4.6,0.85,7,8.2,994
14.7,4.7,0.83,44,8.6,993
16.5,4.9,0.79,82,9,991
16.2,6.8,0.76,83,9.1,990
15.8,9.4,0.73,107,8.5,989
16.6,10.3,0.59,193,6.9,989
13.8,9.2,0.55,146,6.1,989
13.7,10.6,0.6,161,6,990
13.9,10.3,0.55,119,5.5,990
13.2,10.6,0.54,46,5.4,991
11.9,9.8,0.61,3,5.6,992
12.1,10.7,0.64,0,5.7,994
10,8.2,0.7,0,5.9,996
9.8,7.5,0.79,0,6.1,1000
9.3,5,0.78,0,5.9,1003
10.3,4.4,0.73,0,5.5,1005
9.9,4.3,0.69,0,5.4,1007
9.5,4.1,0.71,0,5.3,1008
9,3.5,0.73,0,5.3,1010
9,3.8,0.74,0,5.3,1010
8.4,3.7,0.74,0,5.2,1011
8,3.9,0.75,0,5.1,1012
7.9,3.8,0.74,0,4.9,1013
7.5,3.4,0.74,0,4.9,1014
7.2,3.5,0.76,13,4.9,1014
8,4.5,0.77,108,5,1015
9.2,4.7,0.74,231,5.2,1016
10.5,5.1,0.71,341,5.3,1016
11.1,5.3,0.66,384,5.3,1017
11.2,5.2,0.63,362,5.2,1017
11.7,4.8,0.6,303,5,1018
11.9,5.4,0.57,275,4.9,1017
11.4,4.2,0.58,180,4.9,1017
10.6,3.1,0.59,72,4.8,1017
9.4,1.9,0.63,3,4.8,1017
8.2,0.8,0.69,0,4.8,1017
7.3,0.2,0.72,0,4.7,1017
6.6,0.2,0.74,0,4.6,1018
5.5,0.2,0.78,0,4.5,1018
5.7,0.2,0.82,0,4.6,1017
6.1,0.2,0.82,0,4.7,1018
6.3,0.3,0.82,0,4.8,1017
6.4,0.2,0.83,0,5,1018
6.1,0.2,0.85,0,5,1017
7.4,0.5,0.82,0,5,1017
6.6,0.8,0.8,0,5,1016
6.6,1.1,0.82,0,5,1015
6.1,0.4,0.83,0,5,1015
6.8,1.6,0.84,9,5,1014
7.6,1.1,0.82,58,5.2,1014
8.9,0.8,0.82,112,5.5,1013
9.5,1.4,0.79,147,5.7,1012
10.4,2.4,0.76,183,5.8,1012
11,1.9,0.73,173,5.8,1011
11.4,3,0.69,170,5.7,1010
11,2.4,0.68,105,5.7,1008
10.6,1.6,0.7,48,5.7,1006
10.4,2.6,0.68,17,5.4,1005
9.9,1.3,0.67,0,5.2,1004
9.6,1.3,0.7,0,5.3,1003
9.8,2,0.7,0,5.3,1003
9.7,2.3,0.67,0,5.1,1002
8.8,1.3,0.7,0,5.1,1001
11.1,0.4,0.7,0,5.4,1002
10.9,1.6,0.68,0,5.6,1002
11.7,2.3,0.7,0,5.9,1001
11.2,2.4,0.74,0,6.3,1001
11,2.4,0.8,0,6.6,1001
10.7,2.5,0.85,0,7,1001
10.4,1.2,0.91,0,7.3,1001
10.7,0.6,0.94,0,7.5,1002
10.7,3.2,0.94,0,7.7,1002
10.8,1.5,0.96,4,7.8,1002
10.3,0.6,0.96,42,7.8,1003
9.8,0.1,0.98,68,7.6,1003
10.4,0.1,0.98,63,7.6,1004
10.2,0.5,0.96,48,7.6,1004
10.6,0.9,0.94,78,7.5,1004
10.3,1.1,0.93,70,7.4,1004
10.3,0.5,0.94,44,7.5,1004
10.4,1.1,0.94,26,7.5,1004
10.3,1.1,0.94,21,7.5,1005
10.3,0.6,0.95,0,7.5,1005
10.5,0.1,0.95,0,7.6,1005
10.4,0.1,0.96,0,7.7,1005
10.3,0.1,0.97,0,7.7,1005
10.5,0.1,0.97,0,7.7,1005
10.2,0.3,0.96,0,7.6,1005
10,0.7,0.95,0,7.4,1005
9.6,0.3,0.96,0,7.3,1005
9.6,0.1,0.97,0,7.3,1005
9.3,0.1,0.98,0,7.3,1005
9.3,0.1,0.99,0,7.3,1006
9.3,0.1,0.99,0,7.3,1005
9.2,0.1,0.99,0,7.2,1005
9.2,0.2,0.99,0,7.3,1006
9.5,0.1,0.98,1,7.2,1006
9.5,0.2,0.97,41,7.2,1006
9.7,1,0.97,95,7.3,1007
9.8,0.7,0.97,59,7.3,1008
10.5,0.5,0.96,76,7.5,1008
10.7,1.1,0.94,115,7.5,1008
10.6,1.3,0.91,112,7.3,1008
10.7,1.1,0.89,135,7.2,1008
10.6,1,0.88,91,7.1,1008
10,0.1,0.88,35,6.9,1009
8.4,0.1,0.91,1,6.6,1009
6.7,0.1,0.94,0,6.1,1009
6.3,0.1,0.94,0,5.7,1009
5.9,0.4,0.92,0,5.4,1009
5.1,0,0.94,0,5.3,1010
4.5,0.5,0.94,0,5.1,1010
4,0,0.94,0,4.9,1010
2.9,0.5,1,0,4.7,1010
3.9,0.4,1,0,4.9,1010
5.4,0.9,0.98,0,5.2,1009
6.1,1.5,0.96,0,5.5,1009
6.6,0.7,0.97,0,5.8,1009
6.6,1.6,0.98,0,6,1008
8.1,1.5,0.97,0,6.3,1008
8.5,1.5,0.96,0,6.6,1008
9.4,1.5,0.96,20,6.9,1009
10.3,1.9,0.95,76,7.2,1008
12.8,2.7,0.89,181,7.6,1008
15.2,2.8,0.79,254,7.9,1008
14.9,2.7,0.74,108,7.9,1007
14.5,3,0.74,59,7.8,1006
14.5,2.7,0.76,51,7.9,1006
14.8,2.2,0.76,50,8,1006
13.9,1.8,0.76,23,7.8,1005
12.7,1.4,0.78,0,7.5,1005
12.6,1.6,0.81,0,7.5,1005
12.4,0.6,0.82,0,7.4,1004
12.9,1.2,0.81,0,7.4,1004
13,1.1,0.79,0,7.5,1003
11.8,2.2,0.83,0,7.6,1003
11.6,2.5,0.9,0,7.8,1002
12.2,2.3,0.91,0,8,1001
12.9,2.6,0.9,0,8.2,1001
13.1,4.1,0.88,0,8.4,1000
13,3.7,0.88,0,8.4,999
12.7,3.7,0.89,0,8.4,999
12.6,3.3,0.9,0,8.4,999
12.5,2.2,0.91,0,8.4,1000
12.2,1.2,0.91,0,8.3,1000
12.7,2,0.9,80,8.2,1000
13.3,1.4,0.88,143,8.3,1001
13.7,1.9,0.85,161,8.3,1002
14.3,1.4,0.82,194,8.3,1002
14.8,1.8,0.76,287,7.9,1002
15.4,1.1,0.72,247,7.8,1002
15.5,0.7,0.7,198,7.8,1002
14.5,0.4,0.72,110,7.8,1002
13,0.4,0.76,36,7.6,1002
11.6,1.6,0.82,0,7.4,1003
11,1.1,0.85,0,7.2,1003
11.3,0.9,0.87,0,7.3,1003
11.2,1,0.88,0,7.4,1002
11.2,1.5,0.88,0,7.4,1002
11.1,1.8,0.89,0,7.4,1001
11.4,2.1,0.91,0,7.7,1000
11.2,1.8,0.93,0,7.9,999
11.6,1.9,0.94,0,8,998
11.7,2.2,0.94,0,8.2,997
11.9,2.5,0.94,0,8.3,996
11.7,3,0.95,0,8.3,995
12.2,3.2,0.94,0,8.4,994
12,2.3,0.94,0,8.4,993
12.2,1.5,0.95,0,8.6,992
13,2.2,0.94,12,8.8,992
13.2,2.7,0.9,55,8.7,993
13.1,3.5,0.85,139,8.2,993
12.9,5.8,0.8,332,7.6,994
13.7,3.2,0.74,219,7.2,995
13.3,3.2,0.72,160,7.1,995
14.1,2.6,0.71,242,7.1,995
13.4,2.7,0.68,162,6.7,995
11.9,1.5,0.68,46,6.3,995
11.1,1.2,0.72,0,6.2,996
10.6,1.6,0.76,0,6.2,997
9.3,1.2,0.78,0,6,997
9.4,0.7,0.79,0,5.9,998
9.3,1,0.79,0,5.9,998
9.2,1.8,0.79,0,5.9,998
9,1.6,0.8,0,5.8,998
9.2,2.1,0.81,0,5.9,998
8.9,1.8,0.83,0,6,999
8.8,1.6,0.85,0,6.1,999
9.1,1.4,0.85,0,6.1,999
9.1,1.7,0.84,0,6.1,999
8.6,1.9,0.86,0,6.2,1000
8.7,1.6,0.88,0,6.2,1000
8.2,2.1,0.88,0,6.2,1001
8.6,1.7,0.88,49,6.1,1001
9,2,0.88,113,6.3,1002
9.2,2,0.87,111,6.3,1003
10,1.6,0.85,185,6.4,1003
10.7,1.6,0.82,235,6.5,1004
11.1,1.9,0.8,167,6.5,1004
